Query,Response
Online Admission for SE/TE/BE (2020-21) .,https://www.shahandanchor.com/home/online-admission-for-se-te-be-2020-21/
Inter–Collegiate Motivational Song Competition on Anti Covid-19 .,https://www.shahandanchor.com/home/inter-collegiate-motivational-song-competition-on-anti-covid-19/
List of Educational Scholarship Charitable Trust .,https://www.shahandanchor.com/home/educational-scholarships/
Our Distinguished Alumni .,https://www.shahandanchor.com/home/our-distinguished-alumni/
ddd .,https://www.shahandanchor.com/home/ddd/
abc .,https://www.shahandanchor.com/home/abc-2/
pqr .,https://www.shahandanchor.com/home/pqr/
swati .,https://www.shahandanchor.com/home/swati/
Admission Form for SE/TE/ BE (2020-21) .,https://www.shahandanchor.com/home/admission-form-for-se-te-be-2020-21/
Digital India AatmaNirbhar Bharat Innovate Challenge .,https://www.shahandanchor.com/home/digital-india-aatmanirbhar-bharat-innovate-challenge/
"Online Certificate Course on ""Geospatial Inputs for Enabling Master Plan Formulation"" .",https://www.shahandanchor.com/home/online-certificate-course-on-geospatial-inputs-for-enabling-master-plan-formulation/
Admission Form for SE/TE/ BE (2020-21) .,https://www.shahandanchor.com/home/extra/
"Future Opportunities with the Degree from Monash University, Australia .",https://www.shahandanchor.com/home/sakec-monash/
Beta Testing Launch of CovidProtect .,https://www.shahandanchor.com/home/beta-testing-launch-of-covidprotect/
"Online Certificate Course on ""Basics of Remote sensing Geographical information system & Global Navigation satellite System"" .",https://www.shahandanchor.com/home/online-certificate-course-on-basics-of-remote-sensing-geographical-information-system-global-navigation-satellite-system/
"SAKEC join hands with Hawkeye MedTech, Inc.(Columbia) .",https://www.shahandanchor.com/home/sakec-join-hands-with-hawkeye-medtech-inc-columbia/
"Webinar on AICTE SCHOLARSHIP, FELLOWSHIP and TRAVEL SUPPORT for STUDENTS .",https://www.shahandanchor.com/home/webinar-on-aicte-scholarship-fellowship-and-travel-support-for-students/
Logo Design for INOVENTIVE ADVISORY LLP .,https://www.shahandanchor.com/home/logo-design-for-inoventive-advisory-llp/
Data Mining Cup 2020 .,https://www.shahandanchor.com/home/data-mining-cup-2020/
SAKEC join hands with South Asia Marketing and Entertainment group (US) .,https://www.shahandanchor.com/home/sakec-join-hands-with-south-asia-marketing-and-entertainment-group-us/
Phoenixverse e-sports .,https://www.shahandanchor.com/home/phoenixverse-e-sports-2/
"Online Certificate Course on ""Demystifying 5G RF ASICs"" .",https://www.shahandanchor.com/home/online-certificate-course-on-demystifying-5g-rf-asics/
Virtual Project Launch of Doctor's eMate .,https://www.shahandanchor.com/home/virtual-project-launch-of-doctors-emate/
Congratulates to Mr Srikanth Kodeboyina .,https://www.shahandanchor.com/home/congratulation-to-mr-srikanth-kodeboyina/
Enroll for your Start Up 2020-21 .,https://www.shahandanchor.com/home/enroll-for-your-start-up-2020-21/
SAKEC team code4c@use bags 2nd prize at Smart India Hackathon (SIH) 2020 .,https://www.shahandanchor.com/home/sakec-team-code4cuse-bags-2nd-prize-at-smart-india-hackathon-sih-2020/
Another Round of Applause for code4c@use .,https://www.shahandanchor.com/home/another-round-of-applause-for-code4cuse/
"Online Certificate Course on ""Global Navigation Satellite Systems"" .",https://www.shahandanchor.com/home/online-certificate-course-on-global-navigation-satellite-systems/
Product Launch & Congratulations to Zero Hunger Team for your multiple achievements .,https://www.shahandanchor.com/home/product-launch-congratulating-to-zero-hunger-team/
"Online Certificate Course on ""Geographical Information System"" .",https://www.shahandanchor.com/home/online-certificate-course-on-geographical-information-system/
"Online Certificate Course on ""Understanding of Coastal Ocean Processes using Remote Sensing and Numerical Modelling"" .",https://www.shahandanchor.com/home/online-certificate-course-on-understanding-of-coastal-ocean-processes-using-remote-sensing-and-numerical-modelling/
Drug Discovery Hackathon 2020 (DDH2020) .,https://www.shahandanchor.com/home/drug-discovery-hackathon-2020-ddh2020/
SAKEC Congratulates Students Placed in STREAM Edutech Pvt. Ltd .,https://www.shahandanchor.com/home/sakec-congratulates-students-placed-in-stream-edutech-pvt-ltd/
NEP competition .,https://www.shahandanchor.com/home/nep-competition-2/
Exam Timetables (Sept/Oct-2020) .,https://www.shahandanchor.com/home/exam-timetables-sept-2020/
Premiering After-movie of SAKEC Global Immersion: Europe. .,https://www.shahandanchor.com/home/premier-of-sakec-global-immersion-europes-after-movie/
"Online Certificate Course on ""Remote Sensing & Geographical Information System Applications"" .",https://www.shahandanchor.com/home/online-certificate-course-on-remote-sensing-geographical-information-system-applications/
"Online Certificate Course on ""Basics of Geocomputation and Geoweb service"" .",https://www.shahandanchor.com/home/online-certificate-course-on-basics-of-geocomputation-and-geoweb-service/
Sample Question Papers of Rev 2016 Scheme .,https://www.shahandanchor.com/home/sample-qpapers-r2016/
LTI placed Batch 2020-21 .,https://www.shahandanchor.com/home/lti-placed-batch-20-21/
Stavtar Placed- Batch 20-21 .,https://www.shahandanchor.com/home/stavtar-placed-batch-20-21/
Sciative Solutions placed batch 20-21 .,https://www.shahandanchor.com/home/sciative-solutions-placed-batch-20-21/
TCS Codevita placed students batch 20-21 .,https://www.shahandanchor.com/home/tcs-codevita-placed-students-batch-20-21/
"Online Certificate Course on ""Digital tools for Writing, Authoring and Reviewing Manuscripts"" .",https://www.shahandanchor.com/home/online-certificate-course-on-digital-tools-for-writing-authoring-and-reviewing-manuscripts/
"Online Certificate Course on ""Cyber Security"" .",https://www.shahandanchor.com/home/online-certificate-course-on-cyber-security/
"Online Certificate Course on ""Python Programming"" .",https://www.shahandanchor.com/home/online-certificate-course-on-python-programming/
Dissemination of SAKEC Intellectual Property Right Cell (20-21) .,https://www.shahandanchor.com/home/dissemination-of-sakec-intellectual-property-right-cell-20-21/
Downloads .,https://www.shahandanchor.com/home/downloads/
Exam Schedule for 2019-20 Batch .,https://www.shahandanchor.com/home/exam-schedule-for-2019-20-batch/
SAKEC Congratulates Students Placed in Byju's Think and Learn Pvt. Ltd. .,https://www.shahandanchor.com/home/sakec-congratulates-students-placed-in-byjus-think-and-learn-pvt-ltd/
"Virtual Training Series- *Practice to Perfect* - *""STUDIES ABROAD SERIES""* .",https://www.shahandanchor.com/home/virtual-training-series-practice-to-perfect-studies-abroad-series/
Capgemini placed batch 2020-21 .,https://www.shahandanchor.com/home/capgemini-placed-batch-20-21/
Sample Question Papers for Sept-2020 Exam .,https://www.shahandanchor.com/home/sample-question-papers-for-sept-2020-exam/
TCS Codevita placed students batch 20-21 .,https://www.shahandanchor.com/home/tcs-codevita-placed-students-batch-20-21-2/
"Virtual Industrial Visit organized by *Techfest, IIT Bombay @ Thermax .",https://www.shahandanchor.com/home/virtual-industrial-visit-organized-by-techfest-iit-bombay-thermax/
extra .,https://www.shahandanchor.com/home/extra-2/
Registration for Engineering Admission-2020 Updates .,https://www.shahandanchor.com/home/registration-for-engineering-admission-2020-updates/
Inviting Entries for SITARE - GYTI 2021 and SRISTI- GYTI 2021 .,https://www.shahandanchor.com/home/inviting-entries-for-sitare-gyti-2021-and-sristi-gyti-2021/
Webinar on Preventive Vigilance .,https://www.shahandanchor.com/home/webinar-on-preventive-vigilance/
"KT exam form for sem III, IV, V, & VI Choice/CBSGS .",https://www.shahandanchor.com/home/kt-exam-form-for-sem-iii-iv-v-vi-choice-cbsgs/
National Design Challenge .,https://www.shahandanchor.com/home/national-design-challenge/
"Online Certificate Course on ""Remote Sensing of Land Degradation"" .",https://www.shahandanchor.com/home/online-certificate-course-on-remote-sensing-of-land-degradation/
Essay Writing Competition .,https://www.shahandanchor.com/home/essay-writing-competition/
Drug Discovery Hackathon 2020 .,https://www.shahandanchor.com/home/12400-2/
DIC_TOY_DESIGN Competition .,https://www.shahandanchor.com/home/dic_toy_design-competition/
Notice for KT exam Semester - III to VI May 2020 .,https://www.shahandanchor.com/home/notice-for-kt-exam-semester-iii-to-vi-may-2020/
Eligibility to appear for Backlog exams .,https://www.shahandanchor.com/home/eligibility-to-appear-for-backlog-exams/
"AICTE-ISTE Sponsored Refresher program on ""Developing Secure IoT Applications"" .",https://www.shahandanchor.com/home/developing-secure-iot-applications/
General Instructions for students appearing for KT Examination from 2nd December 2020 .,https://www.shahandanchor.com/home/general-instructions-for-students-appearing-for-kt-examination-from-2nd-december-2020/
TCS Ethical Hacking Contest .,https://www.shahandanchor.com/home/12536-2/
KT Exam Timetables (December-2020) .,https://www.shahandanchor.com/home/exam-timetables-december-2020/
Sample Question Papers of C Scheme(R2019) (Dec-2020 Exam) .,https://www.shahandanchor.com/home/sample-question-papers-of-c-schemer2019-dec-2020-exam/
Sample Question Papers of Rev 2012 Scheme (Dec-2020 Exam) .,https://www.shahandanchor.com/home/sample-question-papers-of-rev-2012-scheme-dec-2020-exam/
Sample Question Papers of Rev 2016 Scheme (Dec-2020 Exam) .,https://www.shahandanchor.com/home/sample-question-papers-of-rev-2016-scheme-dec-2020-exam/
Sample Question Papers for Dec-2020 Exam .,https://www.shahandanchor.com/home/sample-question-papers-for-december-2020-exam/
Sample Question Papers of Rev 2012 Scheme .,https://www.shahandanchor.com/home/sample-qpapers-r2012/
Training & Placement Cell .,https://www.shahandanchor.com/home/training-placement-cell/
Career Guidance Session .,https://www.shahandanchor.com/home/career-guidance-session-2/
National Innovation and Startup Policy (NISP) .,https://www.shahandanchor.com/home/national-innovation-and-startup-policy-nisp/
Notice for Unsuccessful Candidate of BE Sem VIII .,https://www.shahandanchor.com/home/notice-for-unsuccessful-candidate-of-be-sem-viii/
General Instructions for students .,https://www.shahandanchor.com/home/general-instructions-for-students/
Question Paper Format .,https://www.shahandanchor.com/home/question-paper-format/
"Timetable for December 2020 Choice Semester IV, VI & VIII .",https://www.shahandanchor.com/home/timetable-for-december-2020-choice-semester-iv-vi/
"Timetable for December 2020 CBGS Semester IV, VI & VIII .",https://www.shahandanchor.com/home/timetable-for-december-2020-cbgs-semester-iv-vi/
Hands-on Workshop on Python .,https://www.shahandanchor.com/home/hands-on-workshop-on-python/
Exam Timetables (December-2020) Commencing from 7th January 2021 .,https://www.shahandanchor.com/home/exam-timetables-december-2020-2/
India Australia Circular Economy Hackathon (I-ACE) .,https://www.shahandanchor.com/home/india-australia-circular-economy-hackathon-i-ace/
Cognizant placed students .,https://www.shahandanchor.com/home/cognizant-placed-students/
Agri India Hackathon .,https://www.shahandanchor.com/home/agri-india-hackathon/
"Online Certificate Course on ""Advances in SAR- Polarimetry and interferometry"" .",https://www.shahandanchor.com/home/online-certificate-course-on-advances-in-sar-polarimetry-and-interferometry/
"73rd Online Certificate Course on ""Overview of Geo-processing using Python"" .",https://www.shahandanchor.com/home/73rd-online-certificate-course-on-overview-of-geo-processing-using-python/
"One Day workshop on ""Space Technology & its Applications"" January 11th, 2021 .",https://www.shahandanchor.com/home/one-day-workshop-on-space-technology-its-applications-january-11th-2021/
Sample Question Papers for Dec-2020 Exam .,https://www.shahandanchor.com/home/sample-question-papers-for-dec-2020-exam/
Congratulations to all the teams qualified in the first round of MHRD's Innovations Cells's National Innovation Contest 2020 .,https://www.shahandanchor.com/home/nic-2020-winners/
GATE Preparation - Mantra for success in GATE 2021 .,https://www.shahandanchor.com/home/gate-preparation-mantra-for-success-in-gate-2021/
NSS SAKEC ORGANIZING WEBINAR ON ROAD SAFETY .,https://www.shahandanchor.com/home/nss-sakec-organizing-webinar-on-road-safety/
TiE GLOBAL BUSINESS HACKATHON 2021 .,https://www.shahandanchor.com/home/tie-global-business-hackathon-2021/
Announcements and Notices .,https://www.shahandanchor.com/home/announcements-and-notices/
LinkedIn & Profile Building Workshop .,https://www.shahandanchor.com/home/linkedin-profile-building-workshop-2/
Mission Compassion 2021 .,https://www.shahandanchor.com/home/mission-compassion-2021/
STUDENT COUNCIL .,https://www.shahandanchor.com/home/student-council/
Communication System Using MATLAB & Simulink .,https://www.shahandanchor.com/home/communication-system-using-matlab-simulink/
"Aegis Graham Bell Award National Talent Hunt for Data Science, AI & Cyber Security .",https://www.shahandanchor.com/home/aegis-graham-bell-award-national-talent-hunt-for-data-science-ai-cyber-security/
College Development Committee (CDC) .,https://www.shahandanchor.com/home/local-management/
Minority Committee .,https://www.shahandanchor.com/home/minority-committee/
Toycathon 2021 .,https://www.shahandanchor.com/home/toycathon-2021/
NSS Blood Donation Camp .,https://www.shahandanchor.com/home/nss-blood-donation-camp/
Online Programming Quiz “SMART HACKS– 2020-21” .,https://www.shahandanchor.com/home/online-programming-quiz-smart-hacks-2020-21/
How to Deal with Social Pressure? .,https://www.shahandanchor.com/home/how-to-deal-with-social-pressure/
IEI-BLC FCRIT Excellence Awards 2021 .,https://www.shahandanchor.com/home/iei-blc-fcrit-excellence-awards-2021/
Tata Crucible Hackathon .,https://www.shahandanchor.com/home/tata-crucible-hackathon/
Intellectual Property Rights for All .,https://www.shahandanchor.com/home/intellectual-property-rights-for-all/
Full Stack Web Development with Python .,https://www.shahandanchor.com/home/full-stack-web-development-with-python/
IOT using Raspberry Pi .,https://www.shahandanchor.com/home/iot-using-raspberry-pi/
"74th Online Certificate Course on ""Satellite based Navigation: A Journey from GPS to Mobile Phone Platform"" .",https://www.shahandanchor.com/home/74th-online-certificate-course-on-satellite-based-navigation-a-journey-from-gps-to-mobile-phone-platform/
Academic Calendar (FH-2021) .,https://www.shahandanchor.com/home/academic-calendar/
SAKEC SAMBODHI .,https://www.shahandanchor.com/home/sakec-sambodhi/
SAKEC-ACM Vikhyat 2.0 .,https://www.shahandanchor.com/home/sakec-acm-vikhyat-2-0/
SAKEC-ACM Vikhyat 1.0 .,https://www.shahandanchor.com/home/sakec-acm-vikhyat-1-0/
National Institutional Ranking Framework(NIRF) .,https://www.shahandanchor.com/home/national-institutional-ranking-frameworknirf/
National Board of Accreditation .,https://www.shahandanchor.com/home/national-board-of-accreditation/
Become Winning Women .,https://www.shahandanchor.com/home/become-winning-women/
Patent-Idea to Filing .,https://www.shahandanchor.com/home/patent-idea-to-filing/
"76th IIRS online Certificate Course on ""GIS for Supply chain Management"" .",https://www.shahandanchor.com/home/76th-iirs-online-certificate-course-on-gis-for-supply-chain-management/
Grievance Redressal Committee .,https://www.shahandanchor.com/home/grievance-redress-section/
Anti Ragging .,https://www.shahandanchor.com/home/anti-ragging/
Overseas Education Information Series .,https://www.shahandanchor.com/home/overseas-education-information-series/
Course Outcome .,https://www.shahandanchor.com/home/course-outcome/
A look into Industrial Design Protection .,https://www.shahandanchor.com/home/a-look-into-industrial-design-protection/
Placement at a Glance .,https://www.shahandanchor.com/home/placement-at-a-glance-2/
CODEARRAY TECHNOLOGIES placed students .,https://www.shahandanchor.com/home/codearray-technologies-placed-students/
Speakers Club .,https://www.shahandanchor.com/home/speakers-club/
Semiconductor Integrated Circuits Layout Design(SICLD):An Intellectual Property Protection in Indian Regime .,https://www.shahandanchor.com/home/an-intellectual-property-protection-in-indian-regime/
IEEE SAKEC .,https://www.shahandanchor.com/home/ieee-sakec-2/
ISTE SAKEC .,https://www.shahandanchor.com/home/iste-sakec/
Prospectus 2020 .,https://www.shahandanchor.com/home/prospectus-2020/
Webinar on CYBER SECURITY on the occasion of International Women's Day .,https://www.shahandanchor.com/home/webinar-on-cyber-security-on-the-occasion-of-international-womens-day/
Entrepreneurship - A better Career Option .,https://www.shahandanchor.com/home/entrepreneurship-a-better-career-option/
Smart India Hackathon .,https://www.shahandanchor.com/home/smart-india-hackathon/
Gallery .,https://www.shahandanchor.com/home/gallery/
AWS DeepRacer Women’s League – India 2021. .,https://www.shahandanchor.com/home/aws-deepracer-womens-league-india-2021/
Webinar on Importance of Diet and Exercise .,https://www.shahandanchor.com/home/webinar-on-importance-of-diet-and-exercise/
SAKEC Robo Club .,https://www.shahandanchor.com/home/sakec-robo-club/
Road Towards MS in USA .,https://www.shahandanchor.com/home/road-towards-ms-in-usa/
Annual Report .,https://www.shahandanchor.com/home/annual-report/
SAMBODHI- SAKEC WRITERS' CELL SUBMISSION PAGE .,https://www.shahandanchor.com/home/sambodhi-sakec-writers-cell-submission-page/
"One Day workshop on ""Earth Observation Based Mapping, Monitoring and Modelling of Landslide : Recent trends and support to early warning system"" April 21th, 2021 .",https://www.shahandanchor.com/home/one-day-workshop-on-earth-observation-based-mapping-monitoring-and-modelling-of-landslide-recent-trends-and-support-to-early-warning-system-april-21th-2021/
Webinar Series on Image Restoration and Processing of Optical Data .,https://www.shahandanchor.com/home/webinar-series-on-image-restoration-and-processing-of-optical-data-2/
Internal Quality Assurance Cell - IQAC .,https://www.shahandanchor.com/home/internal-quality-assurance-cell-iqac/
Develop Recommendation Engine Using Python: Understand techniques and algorithms .,https://www.shahandanchor.com/home/develop-recommendation-engine-using-python-understand-techniques-and-algorithms/
Internal Complaints Committee (ICC) .,https://www.shahandanchor.com/home/internal-complaints-committee-icc-2/
"IIT Bombay, e-Yantra: Online Crash Course in Embedded Systems and Robotics .",https://www.shahandanchor.com/home/iit-bombay-e-yantra-online-crash-course-in-embedded-systems-and-robotics/
Online project competition .,https://www.shahandanchor.com/home/online-project-competition/
Foundation Course in Yoga developed by the Indian Yoga Association (IYA) .,https://www.shahandanchor.com/home/foundation-course-in-yoga-developed-by-the-indian-yoga-association-iya/
Annual Quality Assurance Report – (AQAR) .,https://www.shahandanchor.com/home/annual-quality-assurance-report-aqar/
MIND IN THE MIDDLE: STUDENTS VS COVID 2021 .,https://www.shahandanchor.com/home/mind-in-the-middle-students-vs-covid-2021-2/
Trust Board .,https://www.shahandanchor.com/home/trust-board/
Exam Notice Board .,https://www.shahandanchor.com/home/exam-notice-board/
e-Yantra: Fighting COVID-19 Hackathon .,https://www.shahandanchor.com/home/e-yantra-fighting-covid-19-hackathon/
CSI SAKEC .,https://www.shahandanchor.com/home/csi-sakec/
Placement Event 2020-21 .,https://www.shahandanchor.com/home/placement-event-2020-21/
National Assessment and Accreditation Council (NAAC) .,https://www.shahandanchor.com/home/naac/
Teaching and Learning (T-L) Centre .,https://www.shahandanchor.com/home/tlc/
"One Day workshop on ""Satellite altimetry for River Monitoring"" March 17th, 2021 .",https://www.shahandanchor.com/home/one-day-workshop-on-satellite-altimetry-for-river-monitoring-march-17th-2021/
Projects using Raspberry Pi for Beginners .,https://www.shahandanchor.com/home/projects-using-raspberry-pi-for-beginners/
Entrepreneurship cell ( E- Cell ) .,https://www.shahandanchor.com/home/entrepreneurship-cell-e-cell/
Scholarships .,https://www.shahandanchor.com/home/scholarships/
ACM SAKEC .,https://www.shahandanchor.com/home/acm-sakec/
Resume writing Skills .,https://www.shahandanchor.com/home/resume-writing-skills/
A guidance session on the Cracking Civil Services Examination .,https://www.shahandanchor.com/home/a-guidance-session-on-the-cracking-civil-services-examination/
"75th IIRS online Certificate Course on ""Geoinformatics for Disaster Management"" .",https://www.shahandanchor.com/home/75th-iirs-online-certificate-course-on-geoinformatics-for-disaster-management/
#FITSAKECMOVEMENT .,https://www.shahandanchor.com/home/fitsakecmovement/
Direct Second Year Result Gazette .,https://www.shahandanchor.com/home/direct-second-year-result-gazette/
IETE SAKEC .,https://www.shahandanchor.com/home/iete-sakec/
JUNE 2021 Exam Timetables .,https://www.shahandanchor.com/home/june-2021-exam-timetables/
SAKEC-Shah & Anchor Kutchhi Engineering College -,https://www.shahandanchor.com/home/
Sample Page .,https://www.shahandanchor.com/home/sample-page/
Railway Concession Pass .,https://www.shahandanchor.com/home/railway-concession-pass/
Olympus .,https://www.shahandanchor.com/home/olympus/
Cultural Festival .,https://www.shahandanchor.com/home/cultural-festival/
Training & Placement Activities .,https://www.shahandanchor.com/home/training-placement-activities/
Internal Complaints Committee (ICC) .,https://www.shahandanchor.com/home/internal-complaints-committee-icc/
Conduct & Discipline .,https://www.shahandanchor.com/home/conductdiscipline/
Auditorium .,https://www.shahandanchor.com/home/auditorium/
Result Analysis .,https://www.shahandanchor.com/home/result-analysis/
Syllabus .,https://www.shahandanchor.com/home/syllabus/
Departmental Library .,https://www.shahandanchor.com/home/departmental-library/
News Letter .,https://www.shahandanchor.com/home/news-letter/
Notice .,https://www.shahandanchor.com/home/notice/
Question Papers .,https://www.shahandanchor.com/home/question-papers/
Achievements .,https://www.shahandanchor.com/home/achievements/
Events .,https://www.shahandanchor.com/home/events/
Cafeteria .,https://www.shahandanchor.com/home/cafeteria/
Anti Ragging Affidavit Format .,https://www.shahandanchor.com/home/anti-ragging-affidavit-format/
Principal’s Desk .,https://www.shahandanchor.com/home/principals-desk/
ISTE-Magazine launch 2018 .,https://www.shahandanchor.com/home/iste-magazine-launch-2018/
Store Staff .,https://www.shahandanchor.com/home/store-staff/
Computer Syllabus & Question Papers .,https://www.shahandanchor.com/home/computer-syllabus-question-papers/
AICTE Skill Testing .,https://www.shahandanchor.com/home/aicte-skill-testing/
Meet the Entrepreneur- The Exceptional One .,https://www.shahandanchor.com/home/meet-entrepreneur-exceptional-one/
Bringing Industry into Classroom .,https://www.shahandanchor.com/home/bringing-industry-into-classroom/
Event .,https://www.shahandanchor.com/home/event/
PIXEL .,https://www.shahandanchor.com/home/pixel/
SAKEC Robo Club Inauguration .,https://www.shahandanchor.com/home/sakec-robo-club-inauguration/
Social Awareness .,https://www.shahandanchor.com/home/social-awareness/
Vice-Principal’s Desk .,https://www.shahandanchor.com/home/vice-principals-desk/
Chairman’s Desk .,https://www.shahandanchor.com/home/chairmans-desk/
List of Eligible Students FOR B.E (ACADEMIC YEAR 2017-18) .,https://www.shahandanchor.com/home/list-eligible-students/
Instructions for Railway Concession Pass .,https://www.shahandanchor.com/home/instruction-railway-concession-pass/
FE Time Table 2017-18 .,https://www.shahandanchor.com/home/fe-time-table-2017-18/
List of Eligible Students T.E. (Academic Year 2017-18) .,https://www.shahandanchor.com/home/list-eligible-students-t-e-academic-year-2017-18/
List of Eligible Students S.E.(2017-18) .,https://www.shahandanchor.com/home/list-eligible-students-s-e-2017-18/
Ethical hacking and Digital Forensic .,https://www.shahandanchor.com/home/ethical-hacking-digital-forensic/
Our Recruiters .,https://www.shahandanchor.com/home/our-recruiters/
Industrial Visit .,https://www.shahandanchor.com/home/industrial-visit/
Placement Orientation .,https://www.shahandanchor.com/home/placement-orientation/
KPIT Sparkle 2019 - an annual innovation contest .,https://www.shahandanchor.com/home/kpit-sparkle-2019-an-annual-innovation-contest/
Periodicals - 2018 .,https://www.shahandanchor.com/home/periodicals-2018-2/
Supporting Staff .,https://www.shahandanchor.com/home/supporting-staff/
E-Library .,https://www.shahandanchor.com/home/e-library/
Home .,https://www.shahandanchor.com/home/home/
Contact Us .,https://www.shahandanchor.com/home/contact-us/
ISTE postgraduation studies .,https://www.shahandanchor.com/home/iste-postgraduation-studies/
Tips on Interview Skills .,https://www.shahandanchor.com/home/tips-on-interview-skills/
First Year Engineering Admission Notification 2018 - 19 .,https://www.shahandanchor.com/home/admission-notification-2018-19/
Direct Second Year Engineering Admission Notification 2018 - 19 .,https://www.shahandanchor.com/home/direct-second-year-engineering-admission-notification-2018-19/
Student Development Program .,https://www.shahandanchor.com/home/training-session/
Academic Calendar for FE (2018-19 Odd) .,https://www.shahandanchor.com/home/academic-calendar-fe-2017-18-odd/
ISTE Matlab Workshop .,https://www.shahandanchor.com/home/iste-matlab-workshop/
Data mining workshop .,https://www.shahandanchor.com/home/data-mining-workshop/
Ionic Framework .,https://www.shahandanchor.com/home/rtl-design-functional-verification/
Scientific Calculator Workshop .,https://www.shahandanchor.com/home/scientific-calculator-workshop-2/
Engineering Life Seminar .,https://www.shahandanchor.com/home/engineering-life-seminar/
Secure Life with Shield of Insurance .,https://www.shahandanchor.com/home/secure-life-with-shield-of-insurance/
Innovation Challenge By Accenture .,https://www.shahandanchor.com/home/innovation-challenge-by-accenture/
CULTURE .,https://www.shahandanchor.com/home/culture/
SAKEC-QUIZ 2018 .,https://www.shahandanchor.com/home/sakec-quiz-2018/
Globalink Research Internship 2018 .,https://www.shahandanchor.com/home/globalink-research-internship-2018/
Sweden-India Nobel Memorial Quiz 2018 .,https://www.shahandanchor.com/home/sweden-india-nobel-memorial-quiz-2018-2/
Defeating CyberCrime with Awareness .,https://www.shahandanchor.com/home/defeating-cybercrime-with-awareness/
Start up Records .,https://www.shahandanchor.com/home/start-up-records/
CODEVITA winners .,https://www.shahandanchor.com/home/codevita-winners-congratulations-on-your-proud-achievement/
ISTE Coding with JAVA .,https://www.shahandanchor.com/home/iste-coding-with-java/
Industrial Visit .,https://www.shahandanchor.com/home/industrial-visit-2/
Internship through Internshala - For First year Students .,https://www.shahandanchor.com/home/internship-through-internshala-for-first-year-students/
Website Development using WordPress .,https://www.shahandanchor.com/home/web-development-using-wordpress/
Dive in Deep Learning Workshop Prerequiste .,https://www.shahandanchor.com/home/dive-in-deep-learning-workshop-prerequiste/
CAREER GUIDANCE FOR HIGHER STUDIES .,https://www.shahandanchor.com/home/career-guidance-for-higher-studies/
Workshop on VHDL .,https://www.shahandanchor.com/home/workshop-on-vhdl/
Kerala Floods:Untold .,https://www.shahandanchor.com/home/kerala-floodsuntold/
Student Leadership Program by Indian Development Foundation .,https://www.shahandanchor.com/home/student-leadership-program-by-indian-development-foundation/
Special Interest Group on AI & Deep Learning .,https://www.shahandanchor.com/home/special-interest-group-on-ai-deep-learning/
Career Guidance for Higher Studies .,https://www.shahandanchor.com/home/coding-with-java/
Student Counsil 2017-18 .,https://www.shahandanchor.com/home/4135-2/
SPORTS .,https://www.shahandanchor.com/home/sports/
ABHIYANTRIKI 2018 Internship Expo .,https://www.shahandanchor.com/home/abhiyantriki-2018-internship-expo/
TERM WORK SUBMISSION CARD .,https://www.shahandanchor.com/home/term-work-submission-card/
Bank .,https://www.shahandanchor.com/home/bank/
Seminar Hall .,https://www.shahandanchor.com/home/seminar-hall/
Indoor Sports Facilities .,https://www.shahandanchor.com/home/indoor-sports-facilities/
Girls Common Room .,https://www.shahandanchor.com/home/girls-common-room/
Auditorium .,https://www.shahandanchor.com/home/auditorium-2/
Gymnasium .,https://www.shahandanchor.com/home/gymnasium/
Vaachan Prerna Diwas .,https://www.shahandanchor.com/home/mahatma-gandhi-vaachan-prerna-diwas/
Dance Workshop .,https://www.shahandanchor.com/home/web-development-using-angular-5/
Smart India Hack-a-thon 2019(SIH 2019) .,https://www.shahandanchor.com/home/smart-india-hack-thon-2018sih-2018/
CAREER GUIDANCE FOR HIGHER STUDIES .,https://www.shahandanchor.com/home/career-guidance-for-higher-studies-3/
Data Center Technologies – Need of this hour .,https://www.shahandanchor.com/home/datacenter-technologies-need-of-this-hour/
TCS Placed Students .,https://www.shahandanchor.com/home/tcs-placed-students/
Daan Utsav .,https://www.shahandanchor.com/home/attack-security-in-cyber-era/
Hunar 2.0 Orientation Program .,https://www.shahandanchor.com/home/career-guidance/
Blood Donation Camp .,https://www.shahandanchor.com/home/introduction-to-latex/
SAKEC SIH 2019 .,https://www.shahandanchor.com/home/sakec-sih-2019/
Campus to Corporate .,https://www.shahandanchor.com/home/campus-to-corporate/
HUNAR 2.0 in search of Gen-Y Entrepreneurs .,https://www.shahandanchor.com/home/hunar-2-0-in-search-of-gen-y-entrepreneurs/
Role of Teachers of the Future .,https://www.shahandanchor.com/home/role-of-teachers-of-the-future/
Placement/Internship Drive by Internshala .,https://www.shahandanchor.com/home/a2e-access-to-employability/
Library .,https://www.shahandanchor.com/home/library/
AN INTERNSHIP OPPORTUNITY ON SYSTEM AND NETWORK ADMINISTRATION .,https://www.shahandanchor.com/home/an-internship-opportunity-on-system-and-network-administration/
Narotam Sekhsaria Scholarship Programme .,https://www.shahandanchor.com/home/narotam-sekhsaria-scholarship-programme/
Institution Innovation Council (IIC) .,https://www.shahandanchor.com/home/institution-innovation-council-iic/
Establishment of the Institution Innovation Council (IIC) .,https://www.shahandanchor.com/home/establishment-of-the-institution-innovation-council-iic/
Internship program on “Programming & Graphics Designing” .,https://www.shahandanchor.com/home/internship-program-on-programming-graphics-designing/
