Intent,Query,Response
sakec.agent.update.link.2128,GATE Preparation - Mantra for success in GATE 2021 ,https://www.shahandanchor.com/home/gate-preparation-mantra-for-success-in-gate-2021/
sakec.agent.update.link.2129,NSS SAKEC ORGANIZING WEBINAR ON ROAD SAFETY ,https://www.shahandanchor.com/home/nss-sakec-organizing-webinar-on-road-safety/
sakec.agent.update.link.2130,TiE GLOBAL BUSINESS HACKATHON 2021 ,https://www.shahandanchor.com/home/tie-global-business-hackathon-2021/
sakec.agent.update.link.2131,Announcements and Notices ,https://www.shahandanchor.com/home/announcements-and-notices/
sakec.agent.update.link.2132,LinkedIn & Profile Building Workshop ,https://www.shahandanchor.com/home/linkedin-profile-building-workshop-2/
sakec.agent.update.link.2133,Mission Compassion 2021 ,https://www.shahandanchor.com/home/mission-compassion-2021/
sakec.agent.update.link.2134,STUDENT COUNCIL ,https://www.shahandanchor.com/home/student-council/
sakec.agent.update.link.2135,Communication System Using MATLAB & Simulink ,https://www.shahandanchor.com/home/communication-system-using-matlab-simulink/
sakec.agent.update.link.2136,"Aegis Graham Bell Award National Talent Hunt for Data Science, AI & Cyber Security ",https://www.shahandanchor.com/home/aegis-graham-bell-award-national-talent-hunt-for-data-science-ai-cyber-security/
sakec.agent.update.link.2137,College Development Committee (CDC) ,https://www.shahandanchor.com/home/local-management/
sakec.agent.update.link.2138,Minority Committee ,https://www.shahandanchor.com/home/minority-committee/
sakec.agent.update.link.2139,Toycathon 2021 ,https://www.shahandanchor.com/home/toycathon-2021/
sakec.agent.update.link.2140,NSS Blood Donation Camp ,https://www.shahandanchor.com/home/nss-blood-donation-camp/
sakec.agent.update.link.2141,Online Programming Quiz “SMART HACKS– 2020-21” ,https://www.shahandanchor.com/home/online-programming-quiz-smart-hacks-2020-21/
sakec.agent.update.link.2142,How to Deal with Social Pressure? ,https://www.shahandanchor.com/home/how-to-deal-with-social-pressure/
sakec.agent.update.link.2143,IEI-BLC FCRIT Excellence Awards 2021 ,https://www.shahandanchor.com/home/iei-blc-fcrit-excellence-awards-2021/
sakec.agent.update.link.2144,Tata Crucible Hackathon ,https://www.shahandanchor.com/home/tata-crucible-hackathon/
sakec.agent.update.link.2145,Intellectual Property Rights for All ,https://www.shahandanchor.com/home/intellectual-property-rights-for-all/
sakec.agent.update.link.2146,Full Stack Web Development with Python ,https://www.shahandanchor.com/home/full-stack-web-development-with-python/
sakec.agent.update.link.2147,IOT using Raspberry Pi ,https://www.shahandanchor.com/home/iot-using-raspberry-pi/
sakec.agent.update.link.2148,"74th Online Certificate Course on ""Satellite based Navigation: A Journey from GPS to Mobile Phone Platform"" ",https://www.shahandanchor.com/home/74th-online-certificate-course-on-satellite-based-navigation-a-journey-from-gps-to-mobile-phone-platform/
sakec.agent.update.link.2149,Academic Calendar (FH-2021) ,https://www.shahandanchor.com/home/academic-calendar/
sakec.agent.update.link.2150,SAKEC SAMBODHI ,https://www.shahandanchor.com/home/sakec-sambodhi/
sakec.agent.update.link.2151,SAKEC-ACM Vikhyat 20 ,https://www.shahandanchor.com/home/sakec-acm-vikhyat-2-0/
sakec.agent.update.link.2152,SAKEC-ACM Vikhyat 10 ,https://www.shahandanchor.com/home/sakec-acm-vikhyat-1-0/
sakec.agent.update.link.2153,National Institutional Ranking Framework(NIRF) ,https://www.shahandanchor.com/home/national-institutional-ranking-frameworknirf/
sakec.agent.update.link.2154,National Board of Accreditation ,https://www.shahandanchor.com/home/national-board-of-accreditation/
sakec.agent.update.link.2155,Become Winning Women ,https://www.shahandanchor.com/home/become-winning-women/
sakec.agent.update.link.2156,Patent-Idea to Filing ,https://www.shahandanchor.com/home/patent-idea-to-filing/
sakec.agent.update.link.2157,"76th IIRS online Certificate Course on ""GIS for Supply chain Management"" ",https://www.shahandanchor.com/home/76th-iirs-online-certificate-course-on-gis-for-supply-chain-management/
sakec.agent.update.link.2158,Grievance Redressal Committee ,https://www.shahandanchor.com/home/grievance-redress-section/
sakec.agent.update.link.2159,Anti Ragging ,https://www.shahandanchor.com/home/anti-ragging/
sakec.agent.update.link.2160,Overseas Education Information Series ,https://www.shahandanchor.com/home/overseas-education-information-series/
sakec.agent.update.link.2161,Course Outcome ,https://www.shahandanchor.com/home/course-outcome/
sakec.agent.update.link.2162,A look into Industrial Design Protection ,https://www.shahandanchor.com/home/a-look-into-industrial-design-protection/
sakec.agent.update.link.2163,Placement at a Glance ,https://www.shahandanchor.com/home/placement-at-a-glance-2/
sakec.agent.update.link.2164,CODEARRAY TECHNOLOGIES placed students ,https://www.shahandanchor.com/home/codearray-technologies-placed-students/
sakec.agent.update.link.2165,Speakers Club ,https://www.shahandanchor.com/home/speakers-club/
sakec.agent.update.link.2166,Semiconductor Integrated Circuits Layout Design(SICLD):An Intellectual Property Protection in Indian Regime ,https://www.shahandanchor.com/home/an-intellectual-property-protection-in-indian-regime/
sakec.agent.update.link.2167,IEEE SAKEC ,https://www.shahandanchor.com/home/ieee-sakec-2/
sakec.agent.update.link.2168,ISTE SAKEC ,https://www.shahandanchor.com/home/iste-sakec/
sakec.agent.update.link.2169,Prospectus 2020 ,https://www.shahandanchor.com/home/prospectus-2020/
sakec.agent.update.link.2170,Webinar on CYBER SECURITY on the occasion of International Women's Day ,https://www.shahandanchor.com/home/webinar-on-cyber-security-on-the-occasion-of-international-womens-day/
sakec.agent.update.link.2171,Entrepreneurship - A better Career Option ,https://www.shahandanchor.com/home/entrepreneurship-a-better-career-option/
sakec.agent.update.link.2172,Smart India Hackathon ,https://www.shahandanchor.com/home/smart-india-hackathon/
sakec.agent.update.link.2173,Gallery ,https://www.shahandanchor.com/home/gallery/
sakec.agent.update.link.2174,AWS DeepRacer Women’s League – India 2021 ,https://www.shahandanchor.com/home/aws-deepracer-womens-league-india-2021/
sakec.agent.update.link.2175,Webinar on Importance of Diet and Exercise ,https://www.shahandanchor.com/home/webinar-on-importance-of-diet-and-exercise/
sakec.agent.update.link.2176,SAKEC Robo Club ,https://www.shahandanchor.com/home/sakec-robo-club/
sakec.agent.update.link.2177,Road Towards MS in USA ,https://www.shahandanchor.com/home/road-towards-ms-in-usa/
sakec.agent.update.link.2178,Annual Report ,https://www.shahandanchor.com/home/annual-report/
sakec.agent.update.link.2179,SAMBODHI- SAKEC WRITERS' CELL SUBMISSION PAGE ,https://www.shahandanchor.com/home/sambodhi-sakec-writers-cell-submission-page/
sakec.agent.update.link.2180,"One Day workshop on ""Earth Observation Based Mapping, Monitoring and Modelling of Landslide : Recent trends and support to early warning system"" April 21th, 2021 ",https://www.shahandanchor.com/home/one-day-workshop-on-earth-observation-based-mapping-monitoring-and-modelling-of-landslide-recent-trends-and-support-to-early-warning-system-april-21th-2021/
sakec.agent.update.link.2181,Webinar Series on Image Restoration and Processing of Optical Data ,https://www.shahandanchor.com/home/webinar-series-on-image-restoration-and-processing-of-optical-data-2/
sakec.agent.update.link.2182,Internal Quality Assurance Cell - IQAC ,https://www.shahandanchor.com/home/internal-quality-assurance-cell-iqac/
sakec.agent.update.link.2183,Develop Recommendation Engine Using Python: Understand techniques and algorithms ,https://www.shahandanchor.com/home/develop-recommendation-engine-using-python-understand-techniques-and-algorithms/
sakec.agent.update.link.2184,Internal Complaints Committee (ICC) ,https://www.shahandanchor.com/home/internal-complaints-committee-icc-2/
sakec.agent.update.link.2185,"IIT Bombay, e-Yantra: Online Crash Course in Embedded Systems and Robotics ",https://www.shahandanchor.com/home/iit-bombay-e-yantra-online-crash-course-in-embedded-systems-and-robotics/
sakec.agent.update.link.2186,Online project competition ,https://www.shahandanchor.com/home/online-project-competition/
sakec.agent.update.link.2187,Foundation Course in Yoga developed by the Indian Yoga Association (IYA) ,https://www.shahandanchor.com/home/foundation-course-in-yoga-developed-by-the-indian-yoga-association-iya/
sakec.agent.update.link.2188,Annual Quality Assurance Report – (AQAR) ,https://www.shahandanchor.com/home/annual-quality-assurance-report-aqar/
sakec.agent.update.link.2189,MIND IN THE MIDDLE: STUDENTS VS COVID 2021 ,https://www.shahandanchor.com/home/mind-in-the-middle-students-vs-covid-2021-2/
sakec.agent.update.link.2190,Trust Board ,https://www.shahandanchor.com/home/trust-board/
sakec.agent.update.link.2191,Exam Notice Board ,https://www.shahandanchor.com/home/exam-notice-board/
sakec.agent.update.link.2192,e-Yantra: Fighting COVID-19 Hackathon ,https://www.shahandanchor.com/home/e-yantra-fighting-covid-19-hackathon/
sakec.agent.update.link.2193,CSI SAKEC ,https://www.shahandanchor.com/home/csi-sakec/
sakec.agent.update.link.2194,Placement Event 2020-21 ,https://www.shahandanchor.com/home/placement-event-2020-21/
sakec.agent.update.link.2195,National Assessment and Accreditation Council (NAAC) ,https://www.shahandanchor.com/home/naac/
sakec.agent.update.link.2196,Teaching and Learning (T-L) Centre ,https://www.shahandanchor.com/home/tlc/
sakec.agent.update.link.2197,"One Day workshop on ""Satellite altimetry for River Monitoring"" March 17th, 2021 ",https://www.shahandanchor.com/home/one-day-workshop-on-satellite-altimetry-for-river-monitoring-march-17th-2021/
sakec.agent.update.link.2198,Projects using Raspberry Pi for Beginners ,https://www.shahandanchor.com/home/projects-using-raspberry-pi-for-beginners/
sakec.agent.update.link.2199,Entrepreneurship cell ( E- Cell ) ,https://www.shahandanchor.com/home/entrepreneurship-cell-e-cell/
sakec.agent.update.link.2200,Scholarships ,https://www.shahandanchor.com/home/scholarships/
sakec.agent.update.link.2201,ACM SAKEC ,https://www.shahandanchor.com/home/acm-sakec/
sakec.agent.update.link.2202,Resume writing Skills ,https://www.shahandanchor.com/home/resume-writing-skills/
sakec.agent.update.link.2203,A guidance session on the Cracking Civil Services Examination ,https://www.shahandanchor.com/home/a-guidance-session-on-the-cracking-civil-services-examination/
sakec.agent.update.link.2204,"75th IIRS online Certificate Course on ""Geoinformatics for Disaster Management"" ",https://www.shahandanchor.com/home/75th-iirs-online-certificate-course-on-geoinformatics-for-disaster-management/
sakec.agent.update.link.2205,#FITSAKECMOVEMENT ,https://www.shahandanchor.com/home/fitsakecmovement/
sakec.agent.update.link.2206,Direct Second Year Result Gazette ,https://www.shahandanchor.com/home/direct-second-year-result-gazette/
sakec.agent.update.link.2207,IETE SAKEC ,https://www.shahandanchor.com/home/iete-sakec/
sakec.agent.update.link.2208,JUNE 2021 Exam Timetables ,https://www.shahandanchor.com/home/june-2021-exam-timetables/
sakec.agent.update.link.2209,SAKEC-Shah & Anchor Kutchhi Engineering College -,https://www.shahandanchor.com/home/
sakec.agent.update.link.2210,Sample Page ,https://www.shahandanchor.com/home/sample-page/
sakec.agent.update.link.2211,Railway Concession Pass ,https://www.shahandanchor.com/home/railway-concession-pass/
sakec.agent.update.link.2212,Olympus ,https://www.shahandanchor.com/home/olympus/
sakec.agent.update.link.2213,Cultural Festival ,https://www.shahandanchor.com/home/cultural-festival/
sakec.agent.update.link.2214,Training & Placement Activities ,https://www.shahandanchor.com/home/training-placement-activities/
sakec.agent.update.link.2215,Internal Complaints Committee (ICC) ,https://www.shahandanchor.com/home/internal-complaints-committee-icc/
sakec.agent.update.link.2216,Conduct & Discipline ,https://www.shahandanchor.com/home/conductdiscipline/
sakec.agent.update.link.2217,Auditorium ,https://www.shahandanchor.com/home/auditorium/
sakec.agent.update.link.2218,Result Analysis ,https://www.shahandanchor.com/home/result-analysis/
sakec.agent.update.link.2219,Syllabus ,https://www.shahandanchor.com/home/syllabus/
sakec.agent.update.link.2220,Departmental Library ,https://www.shahandanchor.com/home/departmental-library/
sakec.agent.update.link.2221,News Letter ,https://www.shahandanchor.com/home/news-letter/
sakec.agent.update.link.2222,Notice ,https://www.shahandanchor.com/home/notice/
sakec.agent.update.link.2223,Question Papers ,https://www.shahandanchor.com/home/question-papers/
sakec.agent.update.link.2224,Achievements ,https://www.shahandanchor.com/home/achievements/
sakec.agent.update.link.2225,Events ,https://www.shahandanchor.com/home/events/
sakec.agent.update.link.2226,Cafeteria ,https://www.shahandanchor.com/home/cafeteria/
sakec.agent.update.link.2227,Anti Ragging Affidavit Format ,https://www.shahandanchor.com/home/anti-ragging-affidavit-format/
sakec.agent.update.link.2228,Principal’s Desk ,https://www.shahandanchor.com/home/principals-desk/
sakec.agent.update.link.2229,ISTE-Magazine launch 2018 ,https://www.shahandanchor.com/home/iste-magazine-launch-2018/
sakec.agent.update.link.2230,Store Staff ,https://www.shahandanchor.com/home/store-staff/
sakec.agent.update.link.2231,Computer Syllabus & Question Papers ,https://www.shahandanchor.com/home/computer-syllabus-question-papers/
sakec.agent.update.link.2232,AICTE Skill Testing ,https://www.shahandanchor.com/home/aicte-skill-testing/
sakec.agent.update.link.2233,Meet the Entrepreneur- The Exceptional One ,https://www.shahandanchor.com/home/meet-entrepreneur-exceptional-one/
sakec.agent.update.link.2234,Bringing Industry into Classroom ,https://www.shahandanchor.com/home/bringing-industry-into-classroom/
sakec.agent.update.link.2235,Event ,https://www.shahandanchor.com/home/event/
sakec.agent.update.link.2236,PIXEL ,https://www.shahandanchor.com/home/pixel/
sakec.agent.update.link.2237,SAKEC Robo Club Inauguration ,https://www.shahandanchor.com/home/sakec-robo-club-inauguration/
sakec.agent.update.link.2238,Social Awareness ,https://www.shahandanchor.com/home/social-awareness/
sakec.agent.update.link.2239,Vice-Principal’s Desk ,https://www.shahandanchor.com/home/vice-principals-desk/
sakec.agent.update.link.2240,Chairman’s Desk ,https://www.shahandanchor.com/home/chairmans-desk/
sakec.agent.update.link.2241,List of Eligible Students FOR BE (ACADEMIC YEAR 2017-18) ,https://www.shahandanchor.com/home/list-eligible-students/
sakec.agent.update.link.2242,Instructions for Railway Concession Pass ,https://www.shahandanchor.com/home/instruction-railway-concession-pass/
sakec.agent.update.link.2243,FE Time Table 2017-18 ,https://www.shahandanchor.com/home/fe-time-table-2017-18/
sakec.agent.update.link.2244,List of Eligible Students TE (Academic Year 2017-18) ,https://www.shahandanchor.com/home/list-eligible-students-t-e-academic-year-2017-18/
sakec.agent.update.link.2245,List of Eligible Students SE(2017-18) ,https://www.shahandanchor.com/home/list-eligible-students-s-e-2017-18/
sakec.agent.update.link.2246,Ethical hacking and Digital Forensic ,https://www.shahandanchor.com/home/ethical-hacking-digital-forensic/
sakec.agent.update.link.2247,Our Recruiters ,https://www.shahandanchor.com/home/our-recruiters/
sakec.agent.update.link.2248,Industrial Visit ,https://www.shahandanchor.com/home/industrial-visit/
sakec.agent.update.link.2249,Placement Orientation ,https://www.shahandanchor.com/home/placement-orientation/
sakec.agent.update.link.2250,KPIT Sparkle 2019 - an annual innovation contest ,https://www.shahandanchor.com/home/kpit-sparkle-2019-an-annual-innovation-contest/
sakec.agent.update.link.2251,Periodicals - 2018 ,https://www.shahandanchor.com/home/periodicals-2018-2/
sakec.agent.update.link.2252,Supporting Staff ,https://www.shahandanchor.com/home/supporting-staff/
sakec.agent.update.link.2253,E-Library ,https://www.shahandanchor.com/home/e-library/
sakec.agent.update.link.2254,Home ,https://www.shahandanchor.com/home/home/
sakec.agent.update.link.2255,Contact Us ,https://www.shahandanchor.com/home/contact-us/
sakec.agent.update.link.2256,ISTE postgraduation studies ,https://www.shahandanchor.com/home/iste-postgraduation-studies/
sakec.agent.update.link.2257,Tips on Interview Skills ,https://www.shahandanchor.com/home/tips-on-interview-skills/
sakec.agent.update.link.2258,First Year Engineering Admission Notification 2018 - 19 ,https://www.shahandanchor.com/home/admission-notification-2018-19/
sakec.agent.update.link.2259,Direct Second Year Engineering Admission Notification 2018 - 19 ,https://www.shahandanchor.com/home/direct-second-year-engineering-admission-notification-2018-19/
sakec.agent.update.link.2260,Student Development Program ,https://www.shahandanchor.com/home/training-session/
sakec.agent.update.link.2261,Academic Calendar for FE (2018-19 Odd) ,https://www.shahandanchor.com/home/academic-calendar-fe-2017-18-odd/
sakec.agent.update.link.2262,ISTE Matlab Workshop ,https://www.shahandanchor.com/home/iste-matlab-workshop/
sakec.agent.update.link.2263,Data mining workshop ,https://www.shahandanchor.com/home/data-mining-workshop/
sakec.agent.update.link.2264,Ionic Framework ,https://www.shahandanchor.com/home/rtl-design-functional-verification/
sakec.agent.update.link.2265,Scientific Calculator Workshop ,https://www.shahandanchor.com/home/scientific-calculator-workshop-2/
sakec.agent.update.link.2266,Engineering Life Seminar ,https://www.shahandanchor.com/home/engineering-life-seminar/
sakec.agent.update.link.2267,Secure Life with Shield of Insurance ,https://www.shahandanchor.com/home/secure-life-with-shield-of-insurance/
sakec.agent.update.link.2268,Innovation Challenge By Accenture ,https://www.shahandanchor.com/home/innovation-challenge-by-accenture/
sakec.agent.update.link.2269,CULTURE ,https://www.shahandanchor.com/home/culture/
sakec.agent.update.link.2270,SAKEC-QUIZ 2018 ,https://www.shahandanchor.com/home/sakec-quiz-2018/
sakec.agent.update.link.2271,Globalink Research Internship 2018 ,https://www.shahandanchor.com/home/globalink-research-internship-2018/
sakec.agent.update.link.2272,Sweden-India Nobel Memorial Quiz 2018 ,https://www.shahandanchor.com/home/sweden-india-nobel-memorial-quiz-2018-2/
sakec.agent.update.link.2273,Defeating CyberCrime with Awareness ,https://www.shahandanchor.com/home/defeating-cybercrime-with-awareness/
sakec.agent.update.link.2274,Start up Records ,https://www.shahandanchor.com/home/start-up-records/
sakec.agent.update.link.2275,CODEVITA winners ,https://www.shahandanchor.com/home/codevita-winners-congratulations-on-your-proud-achievement/
sakec.agent.update.link.2276,ISTE Coding with JAVA ,https://www.shahandanchor.com/home/iste-coding-with-java/
sakec.agent.update.link.2277,Industrial Visit ,https://www.shahandanchor.com/home/industrial-visit-2/
sakec.agent.update.link.2278,Internship through Internshala - For First year Students ,https://www.shahandanchor.com/home/internship-through-internshala-for-first-year-students/
sakec.agent.update.link.2279,Website Development using WordPress ,https://www.shahandanchor.com/home/web-development-using-wordpress/
sakec.agent.update.link.2280,Dive in Deep Learning Workshop Prerequiste ,https://www.shahandanchor.com/home/dive-in-deep-learning-workshop-prerequiste/
sakec.agent.update.link.2281,CAREER GUIDANCE FOR HIGHER STUDIES ,https://www.shahandanchor.com/home/career-guidance-for-higher-studies/
sakec.agent.update.link.2282,Workshop on VHDL ,https://www.shahandanchor.com/home/workshop-on-vhdl/
sakec.agent.update.link.2283,Kerala Floods:Untold ,https://www.shahandanchor.com/home/kerala-floodsuntold/
sakec.agent.update.link.2284,Student Leadership Program by Indian Development Foundation ,https://www.shahandanchor.com/home/student-leadership-program-by-indian-development-foundation/
sakec.agent.update.link.2285,Special Interest Group on AI & Deep Learning ,https://www.shahandanchor.com/home/special-interest-group-on-ai-deep-learning/
sakec.agent.update.link.2286,Career Guidance for Higher Studies ,https://www.shahandanchor.com/home/coding-with-java/
sakec.agent.update.link.2287,Student Counsil 2017-18 ,https://www.shahandanchor.com/home/4135-2/
sakec.agent.update.link.2288,SPORTS ,https://www.shahandanchor.com/home/sports/
sakec.agent.update.link.2289,ABHIYANTRIKI 2018 Internship Expo ,https://www.shahandanchor.com/home/abhiyantriki-2018-internship-expo/
sakec.agent.update.link.2290,TERM WORK SUBMISSION CARD ,https://www.shahandanchor.com/home/term-work-submission-card/
sakec.agent.update.link.2291,Bank ,https://www.shahandanchor.com/home/bank/
sakec.agent.update.link.2292,Seminar Hall ,https://www.shahandanchor.com/home/seminar-hall/
sakec.agent.update.link.2293,Indoor Sports Facilities ,https://www.shahandanchor.com/home/indoor-sports-facilities/
sakec.agent.update.link.2294,Girls Common Room ,https://www.shahandanchor.com/home/girls-common-room/
sakec.agent.update.link.2295,Auditorium ,https://www.shahandanchor.com/home/auditorium-2/
sakec.agent.update.link.2296,Gymnasium ,https://www.shahandanchor.com/home/gymnasium/
sakec.agent.update.link.2297,Vaachan Prerna Diwas ,https://www.shahandanchor.com/home/mahatma-gandhi-vaachan-prerna-diwas/
sakec.agent.update.link.2298,Dance Workshop ,https://www.shahandanchor.com/home/web-development-using-angular-5/
sakec.agent.update.link.2299,Smart India Hack-a-thon 2019(SIH 2019) ,https://www.shahandanchor.com/home/smart-india-hack-thon-2018sih-2018/
sakec.agent.update.link.2300,CAREER GUIDANCE FOR HIGHER STUDIES ,https://www.shahandanchor.com/home/career-guidance-for-higher-studies-3/
sakec.agent.update.link.2301,Data Center Technologies – Need of this hour ,https://www.shahandanchor.com/home/datacenter-technologies-need-of-this-hour/
sakec.agent.update.link.2302,TCS Placed Students ,https://www.shahandanchor.com/home/tcs-placed-students/
sakec.agent.update.link.2303,Daan Utsav ,https://www.shahandanchor.com/home/attack-security-in-cyber-era/
sakec.agent.update.link.2304,Hunar 20 Orientation Program ,https://www.shahandanchor.com/home/career-guidance/
sakec.agent.update.link.2305,Blood Donation Camp ,https://www.shahandanchor.com/home/introduction-to-latex/
sakec.agent.update.link.2306,SAKEC SIH 2019 ,https://www.shahandanchor.com/home/sakec-sih-2019/
sakec.agent.update.link.2307,Campus to Corporate ,https://www.shahandanchor.com/home/campus-to-corporate/
sakec.agent.update.link.2308,HUNAR 20 in search of Gen-Y Entrepreneurs ,https://www.shahandanchor.com/home/hunar-2-0-in-search-of-gen-y-entrepreneurs/
sakec.agent.update.link.2309,Role of Teachers of the Future ,https://www.shahandanchor.com/home/role-of-teachers-of-the-future/
sakec.agent.update.link.2310,Placement/Internship Drive by Internshala ,https://www.shahandanchor.com/home/a2e-access-to-employability/
sakec.agent.update.link.2311,Library ,https://www.shahandanchor.com/home/library/
sakec.agent.update.link.2312,AN INTERNSHIP OPPORTUNITY ON SYSTEM AND NETWORK ADMINISTRATION ,https://www.shahandanchor.com/home/an-internship-opportunity-on-system-and-network-administration/
sakec.agent.update.link.2313,Narotam Sekhsaria Scholarship Programme ,https://www.shahandanchor.com/home/narotam-sekhsaria-scholarship-programme/
sakec.agent.update.link.2314,Institution Innovation Council (IIC) ,https://www.shahandanchor.com/home/institution-innovation-council-iic/
sakec.agent.update.link.2315,Establishment of the Institution Innovation Council (IIC) ,https://www.shahandanchor.com/home/establishment-of-the-institution-innovation-council-iic/
sakec.agent.update.link.2316,Internship program on “Programming & Graphics Designing” ,https://www.shahandanchor.com/home/internship-program-on-programming-graphics-designing/
sakec.agent.update.link.2317,2019 Commonwealth Scholarship in the UK ,https://www.shahandanchor.com/home/2019-commonwealth-scholarship-in-the-uk/
sakec.agent.update.link.2318,GNUkhata Software ,https://www.shahandanchor.com/home/gnukhata-software/
sakec.agent.update.link.2319,Cognitive Skills Desgin Thinking and Critical Thinking ,https://www.shahandanchor.com/home/cognitive-skills-desgin-thinking-and-critical-thinking-iic/
sakec.agent.update.link.2320,Self Defense Workshop ,https://www.shahandanchor.com/home/self-defense-workshop/
sakec.agent.update.link.2321,"Short Term Training Program on ""Recent Trends in IOT"" ",https://www.shahandanchor.com/home/short-term-training-program-on-recent-trends-in-iot/
sakec.agent.update.link.2322,"Internship opportunity at Microhind, Mumbai ",https://www.shahandanchor.com/home/internship-opportunity-at-microhind-mumbai/
sakec.agent.update.link.2323,"Global Entrepreneurship Summit at IIT, Kharagpur ",https://www.shahandanchor.com/home/global-entrepreneurship-summit-at-iit-kharagpur/
sakec.agent.update.link.2324,SAKEC celebrates the achievement of 31st Internship rank among 1800+ colleges ,https://www.shahandanchor.com/home/sakec-celebrates-the-achievement-of-31st-rank-among-1800-colleges/
sakec.agent.update.link.2325,Startup Support Drive by NMIMS's Atal Incubation Centre (ATC) ,https://www.shahandanchor.com/home/startup-support-drive-by-nmimss-atal-incubation-centre-atc/
sakec.agent.update.link.2326,Winners of Hunar 20 Zonal round ,https://www.shahandanchor.com/home/winners-of-hunar-2-0-zonal-round/
sakec.agent.update.link.2327,SAKEC Prospectus ,https://www.shahandanchor.com/home/sakec-prospectus/
sakec.agent.update.link.2328,India First Leadership Talk ,https://www.shahandanchor.com/home/india-first-leadership-talk/
sakec.agent.update.link.2329,Congratulations Vistaar Placed!!! ,https://www.shahandanchor.com/home/congratulations-vistaar-placed/
sakec.agent.update.link.2330,Congratulations Logixal Placed!!! ,https://www.shahandanchor.com/home/congratulations-logixal-placed/
sakec.agent.update.link.2331,"Glimpse of Inauguration Ceremony of STTP on ""Recent Trends in IOT"" ",https://www.shahandanchor.com/home/glimpse-of-inauguration-ceremony-of-sttp-on-recent-trends-in-iot/
sakec.agent.update.link.2332,IBM Watson Overview session Registration ,https://www.shahandanchor.com/home/ibm-watson-overview-session/
sakec.agent.update.link.2333,Financial Career Planning ,https://www.shahandanchor.com/home/financial-career-planning/
sakec.agent.update.link.2334,Inauguration of SAKEC INNOVATION CENTRE ,https://www.shahandanchor.com/home/a-webinar-on-ipr-by-ms-shwetasree-majumnder-principal-of-fishs-law-chamber/
sakec.agent.update.link.2335,Internship at WAGGY TAILS PRIVATE LIMITED ,https://www.shahandanchor.com/home/internship-at-waggy-tails-private-limited/
sakec.agent.update.link.2336,Research @ SAKEC ,https://www.shahandanchor.com/home/research-sakec/
sakec.agent.update.link.2337,"Internship opportunity at IIT, Gandhinagar ",https://www.shahandanchor.com/home/active-learning-strategies/
sakec.agent.update.link.2338,Training and Placement opportunity by Techzilla and IIT Bombay E-Cell ,https://www.shahandanchor.com/home/training-and-placement-opportunity-by-techzilla-and-iit-bombay-e-cell/
sakec.agent.update.link.2339,Committee for SC/ST ,https://www.shahandanchor.com/home/committee-for-scst/
sakec.agent.update.link.2340,Congratulations NSEIT Placed!!! ,https://www.shahandanchor.com/home/congratulations-nseit-placed/
sakec.agent.update.link.2341,Congratulations Wipro Placed!!! ,https://www.shahandanchor.com/home/congratulations-wipro-placed/
sakec.agent.update.link.2342,Congratulations Dark Horse Digital Solutions Placed!!! ,https://www.shahandanchor.com/home/congratulations-dark-horse-digital-solutions-placed/
sakec.agent.update.link.2343,Congratulations Zeus Learning Pvt Ltd Placed!!! ,https://www.shahandanchor.com/home/congratulations-zeus-learning-pvt-ltd-placed/
sakec.agent.update.link.2344,Congratulations Servosys Solutions Placed!!! ,https://www.shahandanchor.com/home/congratulations-servosys-solutions-placed/
sakec.agent.update.link.2345,Congratulations Think and Learn Pvt Ltd (BYJUS) Placed!!! ,https://www.shahandanchor.com/home/congratulations-think-and-learn-pvt-ltd-byjus-placed/
sakec.agent.update.link.2346,Congratulations Bitwise Placed!!! ,https://www.shahandanchor.com/home/congratulations-bitwise-placed/
sakec.agent.update.link.2347,Congratulations Hexaware Technologies Limited Placed!!! ,https://www.shahandanchor.com/home/congratulations-hexaware-technologies-limited-placed/
sakec.agent.update.link.2348,Congratulations Reliance Jio Infocomm Limited Placed!!! ,https://www.shahandanchor.com/home/congratulations-reliance-jio-infocomm-limited-placed/
sakec.agent.update.link.2349,Audited Statement of FY 2016-17 ,https://www.shahandanchor.com/home/audited-statement-of-f-y-2016-17/
sakec.agent.update.link.2350,Audited Statement of FY 2015-16 ,https://www.shahandanchor.com/home/audited-statement-of-f-y-2015-16/
sakec.agent.update.link.2351,Life @ SAKEC ,https://www.shahandanchor.com/home/life-sakec/
sakec.agent.update.link.2352,#BeTheHero ,https://www.shahandanchor.com/home/drug-free-india/
sakec.agent.update.link.2353,SAKEC CONNECT ,https://www.shahandanchor.com/home/sakec-connect/
sakec.agent.update.link.2354,Office Staff ,https://www.shahandanchor.com/home/office-staff/
sakec.agent.update.link.2355,Infra ,https://www.shahandanchor.com/home/infra/
sakec.agent.update.link.2356,Infrastructure ,https://www.shahandanchor.com/home/infrastructure/
sakec.agent.update.link.2357,Exam Cell Staff ,https://www.shahandanchor.com/home/exam-cell-staff/
sakec.agent.update.link.2358,Professional Bodies Policy ,https://www.shahandanchor.com/home/professional-bodies-policy/
sakec.agent.update.link.2359,Congratulations Jaro Education Placed!!! ,https://www.shahandanchor.com/home/congratulations-jaro-education-placed/
sakec.agent.update.link.2360,Congratulations CodeArray Technologies Pvt Ltd Placed!!! ,https://www.shahandanchor.com/home/congratulations-wipro-placed-2/
